Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Net Income/Starting Line,Depreciation & Amortization,Non-Cash Items,Change in Working Capital,Change in Accounts Receivable,Change in Inventories,Change in Accounts Payable,Change in Other,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Long Term Investment,Net Cash from Acquisitions & Divestitures,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash
HAS,249756,USD,2021,Q1,2021-04-29,2021-04-29,137398250.0,137398250.0,410841000.0,262275000.0,598944001.0,-209720000.0,,,,,1062340001,-118854000.0,,-9048000.0,-95231000.0,-372952000.0,-408091000.0,0.0,-784351000.0,192507001
HAYN,358061,USD,2021,Q2,2021-04-29,2021-04-29,12489297.0,12471356.0,-25473000.0,19730000.0,11488000.0,60770000.0,,,,,66515000,-7377000.0,,0.0,-7377000.0,-11139000.0,-30321000.0,-238000.0,-42685000.0,17414000
HBI,331419,USD,2021,Q1,2021-05-12,2021-05-12,350762500.0,350933250.0,-330967000.0,109698000.0,923980000.0,-154080000.0,,,,,548631000,-42769000.0,0.0,-3872000.0,-30209000.0,-209053000.0,-873198000.0,0.0,-1089768000.0,-542823000
HCA,378161,USD,2021,Q1,2021-04-30,2021-04-30,338244250.0,343411250.0,5269000000.0,2744000000.0,865000000.0,967000000.0,,,,,9845000000,-2636000000.0,-1000000.0,-209000000.0,-2897000000.0,-170000000.0,-3997000000.0,-1527000000.0,-6672000000.0,299000000
HCCI,861202,USD,2020,Q4,2021-03-02,2021-03-02,23262500.0,23437500.0,11937000.0,24563000.0,4319000.0,3950000.0,,,,,44769000,-22472000.0,,-10005000.0,-32477000.0,,-1343000.0,497000.0,-5411000.0,6881000
HCHC,625571,USD,2021,Q1,2021-05-07,2021-05-07,58050000.0,58450000.0,-51300000.0,5400000.0,15300000.0,64100000.0,,,,,3900000,24600000.0,-76900000.0,37100000.0,170100000.0,1500000.0,-93800000.0,27000000.0,-92300000.0,58000000
HCOM,692076,USD,2018,Q1,2018-05-10,2018-05-10,11590653.0,11590653.0,-111025000.0,90488000.0,96040000.0,20042000.0,,,,,95545000,-92350000.0,805000.0,0.0,-92350000.0,,2958000.0,,442000.0,3637000
HCP,378162,USD,2021,Q1,2021-05-05,2021-05-05,538605750.0,536964500.0,295136000.0,664937000.0,-243156000.0,69198000.0,,,,,786115000,-60548000.0,0.0,2175000.0,-88963000.0,-762690000.0,-579870000.0,-9421000.0,-1439090000.0,-742081000
HCSG,923327,USD,2021,Q1,2021-04-23,2021-04-23,74782250.0,74899250.0,103145000.0,14319000.0,482000.0,90081000.0,,,,,208027000,-4204000.0,-34772000.0,0.0,-38976000.0,-61144000.0,-50000000.0,2671000.0,-109895000.0,59156000
HD,261673,USD,2021,Q1,2021-05-25,2021-05-25,1073500000.0,1077500000.0,14766000000.0,2615000000.0,368000000.0,1663000000.0,,,,,19412000000,-2401000000.0,-22000000.0,-7780000000.0,-10120000000.0,-6615000000.0,-1262000000.0,-3467000000.0,-11503000000.0,-2048000000
HDP,670518,USD,2018,Q3,2018-11-08,2018-11-08,77184993.0,77184993.0,-163054000.0,9529000.0,138128000.0,60627000.0,,,,,45230000,-3418000.0,-40229000.0,0.0,-65657000.0,,3715000.0,24789000.0,21820000.0,596000
HDS,218138,USD,2020,Q3,2020-12-04,2020-12-04,160562000.0,161080250.0,1889500000.0,108500000.0,-1727500000.0,433799998.0,,,,,704299998,-70900000.0,0.0,2845900000.0,2775000000.0,,-895599999.0,75700000.0,-1201299999.0,2278099999
HDSN,346795,USD,2021,Q1,2021-05-11,2021-05-11,42891544.0,42891544.0,-3399000.0,5847000.0,-2114000.0,9979000.0,,,,,10313000,-1572000.0,,0.0,-572000.0,,-15755000.0,63000.0,-13217000.0,-3476000
HEAR,817639,USD,2021,Q1,2021-05-05,2021-05-05,15065000.0,17260250.0,51139000.0,5035000.0,17963000.0,-19527000.0,,,,,54610000,-7053000.0,,-2500000.0,-9553000.0,,4072000.0,5088000.0,8668000.0,54232000
HEI,250786,USD,2021,Q2,2021-05-27,2021-05-27,135061000.0,137538500.0,277863000.0,91204000.0,9425000.0,34863000.0,,,,,413355000,-32443000.0,,-138822000.0,-180185000.0,-21608000.0,-155000000.0,8401000.0,-199226000.0,38658000
HELE,91621,USD,2020,Q4,2021-04-29,2021-04-29,24985000.0,25196000.0,253946000.0,37718000.0,40672000.0,-18230000.0,,,,,314106000,-98668000.0,0.0,-255861000.0,-98668000.0,,7100000.0,-198089000.0,-194785000.0,20653000
HEMA,708324,USD,2011,Q4,2012-04-05,2012-04-05,9957180.0,10121104.0,-2167000.0,676000.0,114000.0,265000.0,,,,,-1112000,-130000.0,,,-64000.0,,-19000.0,172000.0,153000.0,647000
HES,378163,USD,2021,Q1,2021-05-06,2021-05-06,305250000.0,305750000.0,-137000000.0,1909000000.0,344000000.0,-637000000.0,,,,,1479000000,-1271000000.0,,0.0,-1274000000.0,-308000000.0,71000000.0,70000000.0,-419000000.0,-214000000
HFC,684316,USD,2021,Q1,2021-05-05,2021-05-05,162134500.0,162134500.0,-38763000.0,504416000.0,-180130000.0,44636000.0,,,,,330159000,-394818000.0,0.0,-93000.0,-391132000.0,-229908000.0,634425000.0,-6592000.0,335122000.0,284302000
HGEN,263238,USD,2021,Q1,2021-05-13,2021-05-13,44413442.0,44413442.0,-152635000.0,0.0,2703000.0,44862000.0,,,,,-105070000,-20000.0,0.0,,-20000.0,,21111000.0,176802000.0,197913000.0,92823000
HI,361523,USD,2021,Q2,2021-05-04,2021-05-04,75225000.0,75450000.0,176300000.0,123700000.0,76100000.0,192400000.0,,,,,568500000,-24600000.0,,165200000.0,140600000.0,-63999999.0,-658000000.0,9700000.0,-727799999.0,-27099999
HIBB,515787,USD,2021,Q1,2021-06-07,2021-06-07,16547250.0,17159750.0,174319000.0,30787000.0,1091000.0,95997000.0,,,,,302194000,-36893000.0,,-86837000.0,-36454000.0,,-50956000.0,-40818000.0,-101093000.0,164647000
HII,903401,USD,2021,Q1,2021-05-06,2021-05-06,40475000.0,40475000.0,672000000.0,254000000.0,75000000.0,67000000.0,,,,,1068000000,-325000000.0,,-51000000.0,-361000000.0,-176000000.0,-68000000.0,-49000000.0,-328000000.0,379000000
HIL,420734,USD,2021,Q1,2021-05-10,2021-05-10,56711750.0,56711750.0,-3723000.0,2308000.0,9784000.0,-1885000.0,,,,,6484000,-1822000.0,,-1050000.0,-2872000.0,,-1098000.0,206000.0,-892000.0,3223000
HIW,949691,USD,2021,Q1,2021-04-27,2021-04-27,103913500.0,106758250.0,223429000.0,241362000.0,-64671000.0,-22594000.0,,,,,377526000,-181023000.0,,484311000.0,-275332000.0,-199443000.0,59392000.0,1676000.0,-167905000.0,-65711000
HL,896570,USD,2021,Q1,2021-05-06,2021-05-06,530050500.0,531657000.0,19366000.0,171942000.0,25887000.0,-3393000.0,,,,,213802000,-92363000.0,-2216000.0,0.0,-94579000.0,-12536000.0,-179723000.0,-2745000.0,-195984000.0,-75965000
HLF,335043,USD,2021,Q1,2021-05-04,2021-05-04,124150000.0,127225000.0,474400000.0,102500000.0,121800000.0,-101700000.0,,,,,597000000,-121000000.0,-100000.0,,-132300000.0,0.0,726900000.0,-1563800000.0,-841100000.0,-331800000
HLI,65213,USD,2020,Q4,2021-05-21,2021-05-21,65675092.0,68591618.0,312771000.0,15228000.0,71609000.0,180229000.0,,,,,579837000,-14148000.0,-73130000.0,-12470000.0,-99748000.0,-92006000.0,-3601000.0,86836000.0,-26823000.0,466478000
HLIO,126033,USD,2021,Q1,2021-05-11,2021-05-11,32120750.0,32120750.0,54028000.0,46556000.0,10305000.0,-2318000.0,,,,,108571000,-16547000.0,,-218029000.0,-242078000.0,-11556000.0,151398000.0,1322000.0,137227000.0,-1329000
HLT,740329,USD,2021,Q1,2021-05-05,2021-05-05,277250000.0,278500000.0,-847000000.0,291000000.0,54000000.0,910000000.0,,,,,408000000,-37000000.0,,13000000.0,-76000000.0,0.0,468000000.0,0.0,308000000.0,642000000
HMHC,651625,USD,2021,Q1,2021-05-06,2021-05-06,125901573.0,125901573.0,-190840000.0,231274000.0,33369000.0,112867000.0,,,,,190759000,-49014000.0,750000.0,0.0,-106348000.0,,-169000000.0,825000.0,-168175000.0,-83764000
HMTV,652016,USD,2021,Q1,2021-05-10,2021-05-10,39450750.0,39544750.0,40786000.0,11006000.0,11276000.0,508000.0,,,,,63576000,-4450000.0,-3776000.0,984000.0,-6042000.0,-5500000.0,45866000.0,-3383000.0,41845000.0,99379000
HNGR,626019,USD,2021,Q1,2021-05-05,2021-05-05,38130516.0,38780050.0,50610000.0,34014000.0,27344000.0,23203000.0,,,,,135171000,-20424000.0,,-41152000.0,-62892000.0,,-110426000.0,458000.0,-117912000.0,-45633000
HNI,123823,USD,2021,Q1,2021-05-04,2021-05-04,42822750.0,43195000.0,80833000.0,78659000.0,24427000.0,65540000.0,,,,,249459000,-39707000.0,-234000.0,-50345000.0,-97888000.0,-52297000.0,-54570000.0,19447000.0,-92703000.0,58868000
HNNA,366890,USD,2021,Q2,2021-05-12,2021-05-12,7315927.0,7333504.0,6902000.0,250000.0,2436000.0,-631000.0,,,,,8957000,-946000.0,0.0,,-236000.0,-3945000.0,0.0,18000.0,-4242000.0,4479000
HNRG,684673,USD,2021,Q1,2021-05-03,2021-05-03,30493750.0,30493750.0,-3592000.0,39324000.0,250000.0,3311000.0,,,,,39293000,-20330000.0,0.0,-8000000.0,-20331000.0,0.0,-22000000.0,,-23980000.0,-5018000
HOFT,985052,USD,2021,Q1,2021-06-10,2021-06-10,11823250.0,11857000.0,33836000.0,6807000.0,4497000.0,4437000.0,-31707000.0,575000.0,26208000.0,9361000.0,49577000,-3018000.0,,-123000.0,-2950000.0,-8084000.0,-28187000.0,0.0,-36271000.0,10356000
HOG,378159,USD,2021,Q1,2021-05-06,2021-05-06,153304500.0,154094500.0,539270000.0,254675000.0,342958000.0,41638000.0,,,,,1349253000,-116935000.0,0.0,0.0,-121804000.0,-32375000.0,-409039000.0,-5441000.0,-294244000.0,952486000
HOLX,362221,USD,2021,Q2,2021-04-28,2021-04-28,259213750.0,261689750.0,1902600000.0,375900000.0,64400000.0,-475700002.0,-598200000.0,-38000001.0,75799999.0,84700000.0,1867199998,-126900000.0,0.0,-519600000.0,-702300000.0,,-594800000.0,-258900001.0,-1150000001.0,16599996
HOME,233408,USD,2021,Q1,2021-06-04,2021-06-04,64745258.0,65779965.0,265536000.0,71616000.0,116970000.0,101597000.0,,,,,555719000,-39718000.0,,,-39718000.0,,-403919000.0,13123000.0,-409051000.0,106950000
HOMR,647308,USD,2017,Q3,2017-07-31,2017-07-31,69819980.0,69819980.0,-15050.0,,,4222.0,,,,,-10828,,,,,,10828.0,,10828.0,0
HON,105257,USD,2021,Q1,2021-04-23,2021-04-23,700750000.0,708075000.0,4625000000.0,1100000000.0,-1384000000.0,1906000000.0,771000000.0,-62000000.0,126000000.0,1071000000.0,6247000000,-924000000.0,-47000000.0,-1374000000.0,-2641000000.0,-2597000000.0,5015000000.0,-2219000000.0,148000000.0,3997000000
HOT,113871,USD,2016,Q2,2016-07-29,2016-07-29,168000000.0,168750000.0,81000000.0,273000000.0,352000000.0,34000000.0,,,,,740000000,-222000000.0,-2000000.0,525000000.0,313000000.0,-257000000.0,214000000.0,-140000000.0,-204000000.0,840000000
HP,360878,USD,2021,Q2,2021-04-29,2021-04-29,107600500.0,107558250.0,-307873000.0,433026000.0,-36132000.0,276064000.0,,,,,365041000,4847000.0,-50547000.0,-15056000.0,-101250000.0,-158675000.0,-40000000.0,-1000.0,-165375000.0,98416000
HPE,47023,USD,2021,Q2,2021-06-03,2021-06-03,1298500000.0,1304000000.0,648000000.0,2607000000.0,1519000000.0,-770000000.0,-352000000.0,172000000.0,12000000.0,-602000000.0,4004000000,-1926000000.0,-17000000.0,-887000000.0,-3705000000.0,-618000000.0,-890000000.0,0.0,-1533000000.0,-1234000000
HPJ,163221,USD,2019,Q2,2019-08-13,2019-08-13,15563747.0,15629202.0,16555146.0,6550737.0,4600718.0,882999.0,,,,,28589600,-16617110.0,,,-16914868.0,,2310765.0,0.0,2310765.0,9806581
HPQ,184360,USD,2021,Q2,2021-06-04,2021-06-04,1320500000.0,1330000000.0,3698000000.0,782000000.0,935000000.0,594000000.0,54000000.0,-1296000000.0,998000000.0,838000000.0,6009000000,-485000000.0,-15000000.0,-134000000.0,-951000000.0,-978000000.0,637000000.0,-5281000000.0,-5688000000.0,-630000000
HQY,52958,USD,2021,Q1,2021-06-08,2021-06-08,76926750.0,78042750.0,4393000.0,120165000.0,49394000.0,23559000.0,,,,,197511000,-8072000.0,0.0,-76205000.0,-139471000.0,0.0,-246876000.0,754955000.0,507640000.0,565680000
HRB,506954,USD,2021,Q4,2021-06-15,2021-06-15,186832000.0,188777000.0,583791000.0,156852000.0,79139000.0,-193854000.0,,,,,625928000,-52792000.0,-90581000.0,-15576000.0,-45523000.0,-195068000.0,-2002035000.0,2140000.0,-2408823000.0,-1810100000
HRC,357864,USD,2021,Q2,2021-04-30,2021-04-30,66478500.0,67022000.0,282200000.0,73200000.0,170900000.0,77400000.0,,,,,603700000,-111200000.0,-4500000.0,-44500000.0,-155800000.0,-59800000.0,-423900000.0,-42500000.0,-480600000.0,-20800000
HRI,535488,USD,2021,Q1,2021-04-22,2021-04-22,29250000.0,29725000.0,110300000.0,466400000.0,73699999.0,-6300000.0,,,,,644099999,-161800000.0,,-45600000.0,-207400000.0,,-464500000.0,9400000.0,-463000000.0,-22900001
HRL,375369,USD,2021,Q2,2021-06-01,2021-06-01,539665000.0,547517000.0,888102000.0,209170000.0,26053000.0,-182332000.0,,,,,940993000,-312034000.0,-1320000.0,-1911000.0,-320436000.0,-508413000.0,733722000.0,21133000.0,246443000.0,878458000
HROW,1154965,USD,2021,Q1,2021-05-11,2021-05-11,25933274.0,26298616.0,9721000.0,2058000.0,-2751000.0,-6370000.0,,,,,2658000,-932000.0,250000.0,0.0,-932000.0,,713000.0,-59000.0,654000.0,2380000
HRT,706150,USD,2019,Q4,2020-03-30,2020-03-30,2883861.0,2883861.0,-2141134.0,1463443.0,306878.0,551231.0,,,,,180418,526805.0,,,526805.0,0.0,-708436.0,0.0,-708436.0,-1213
HSIC,378104,USD,2020,Q3,2020-11-02,2020-11-02,143351500.0,144102500.0,609000000.0,189396000.0,-258848000.0,4164000.0,,,,,541622000,-65062000.0,0.0,257757000.0,175084000.0,,40345000.0,-273789000.0,-272967000.0,458239000
HSII,727845,USD,2021,Q1,2021-04-26,2021-04-26,19349750.0,19399750.0,-31541000.0,30387000.0,41524000.0,6012000.0,,,,,46382000,-6514000.0,-523000.0,0.0,-7037000.0,-12133000.0,-100000000.0,0.0,-115224000.0,-66929000
HST,346970,USD,2021,Q1,2021-05-05,2021-05-05,705275000.0,705275000.0,-891000000.0,666000000.0,-277000000.0,-11000000.0,,,,-11000000.0,-513000000,178000000.0,,-194000000.0,-367000000.0,-141000000.0,273000000.0,0.0,54000000.0,-821000000
HSTM,497494,USD,2021,Q1,2021-04-29,2021-04-29,31752500.0,31781250.0,9290000.0,31893000.0,14803000.0,-7124000.0,,,,,48862000,-2876000.0,23692000.0,-101652000.0,-100166000.0,-22000.0,0.0,-10143000.0,-10626000.0,-62077000
HSY,248677,USD,2021,Q1,2021-04-29,2021-04-29,172030750.0,209018250.0,1403501000.0,302180000.0,320320000.0,37203000.0,,,,,2063204000,-455773000.0,,-13591000.0,-557616000.0,-645668000.0,-570978000.0,-270069000.0,-1486715000.0,37446000
HTGM,702606,USD,2021,Q1,2021-05-13,2021-05-13,5061436.0,5061436.0,-20260627.0,1195878.0,3593845.0,-1244183.0,,,,,-16715087,-526830.0,12520788.0,,11993958.0,,1413626.0,11406396.0,12816196.0,8103743
HTLD,1077530,USD,2021,Q1,2021-05-07,2021-05-07,80958500.0,81009250.0,71302000.0,110603000.0,-20337000.0,12657000.0,,,,,174225000,-56092000.0,11225000.0,200000.0,-55936000.0,-6473000.0,-53461000.0,-28398000.0,-35310000.0,82979000
HTM,709126,USD,2012,Q2,2012-08-14,2012-11-14,14469005.0,15615500.0,-7614195.0,2960931.0,1883401.0,-330050.0,,,,,-3099913,-15993324.0,,,-17545024.0,,9581804.0,1474787.0,24817329.0,4172392
HTZ,536728,USD,2021,Q1,2021-05-07,2021-05-07,153500000.0,153750000.0,-1177000000.0,226000000.0,1528000000.0,127000000.0,,,,,704000000,-2622000000.0,0.0,818000000.0,6671000000.0,,-6251000000.0,28000000.0,-6382000000.0,1031000000
HUBB,628038,USD,2021,Q1,2021-04-28,2021-04-28,54175000.0,54525000.0,359400000.0,161300000.0,10800000.0,67000000.0,,,,,598500000,-85700000.0,-9100000.0,-237400000.0,-328500000.0,-205100000.0,90900000.0,-10000000.0,-147500000.0,133800000
HUBS,504719,USD,2021,Q1,2021-05-05,2021-05-05,45545250.0,45545250.0,-90474000.0,39557000.0,100484000.0,79035000.0,,,,,128602000,-30143000.0,-84400000.0,-16810000.0,-160332000.0,,542509000.0,39856000.0,194775000.0,167813000
HUN,447408,USD,2021,Q1,2021-04-30,2021-04-30,219900000.0,221750000.0,459000000.0,290000000.0,-278000000.0,-170000000.0,,,,,311000000,-211000000.0,,-263000000.0,-371000000.0,-144000000.0,-714000000.0,3000000.0,-880000000.0,-921000000
HURC,188434,USD,2021,Q2,2021-06-04,2021-06-04,6577500.0,6582000.0,1673000.0,4491000.0,6528000.0,21010000.0,,,,,33702000,-995000.0,,-4353000.0,-1922000.0,-3516000.0,0.0,-3022000.0,-6735000.0,28621000
HURN,166848,USD,2021,Q1,2021-05-04,2021-05-04,21908250.0,22010500.0,23873000.0,29374000.0,47767000.0,9116000.0,,,,,110130000,-7736000.0,0.0,-16200000.0,-31676000.0,,-183578000.0,-15771000.0,-208622000.0,-129386000
HWM,195506,USD,2021,Q1,2021-05-06,2021-05-06,434750000.0,438750000.0,126000000.0,277000000.0,269000000.0,-461000000.0,-172000000.0,230000000.0,-223000000.0,-296000000.0,211000000,-170000000.0,,-114000000.0,263000000.0,-2000000.0,-1223000000.0,-62000000.0,-1882000000.0,-1404000000
HXL,103406,USD,2021,Q1,2021-04-19,2021-04-19,83875000.0,83925000.0,-24700000.0,139900000.0,-32100000.0,171400000.0,,,,,254500000,-28300000.0,,0.0,-28300000.0,0.0,-479400000.0,0.0,-476800000.0,-247300000
HYLN,998432,USD,2021,Q1,2021-05-17,2021-05-17,139604949.0,139605179.0,-50182000.0,802000.0,17280000.0,1724000.0,,,,,-30376000,-567000.0,-297310000.0,,-297877000.0,,-1150000.0,141201000.0,656945000.0,328692000
HZO,993630,USD,2021,Q2,2021-04-27,2021-04-27,21846368.0,22595547.0,123045000.0,14103000.0,14498000.0,318277000.0,,,,,469923000,-18580000.0,-2250000.0,-68627000.0,-89244000.0,,-307031000.0,5149000.0,-302792000.0,78482000
IAA,968230,USD,2021,Q1,2021-05-04,2021-05-04,134325000.0,135175000.0,222600000.0,78400000.0,28500000.0,4500000.0,,,,,334000000,-88600000.0,,100000.0,-89600000.0,0.0,700000.0,8800000.0,-17900000.0,228800000
IAC,647051,USD,2021,Q1,2021-05-07,2021-05-10,339408472.0,383769517.0,1213383000.0,25572000.0,-439347000.0,3645000.0,,,,,803253000,-47918000.0,208705000.0,-3337693000.0,-3198502000.0,,596563000.0,1779152000.0,310443000.0,-3137325000
IART,447419,USD,2021,Q1,2021-04-29,2021-04-29,84478000.0,85069500.0,170106000.0,116094000.0,-51371000.0,17270000.0,,,,,252099000,-25423000.0,,-110891000.0,-164154000.0,,-40100000.0,-39411000.0,-43395000.0,51264000
IBM,69543,USD,2021,Q1,2021-04-27,2021-04-27,891748679.0,898238971.0,5370000000.0,6733000000.0,-2620000000.0,9153000000.0,,,,,18636000000,-2201000000.0,-796000000.0,-981000000.0,-4126000000.0,-5814000000.0,-9369000000.0,-299000000.0,-15388000000.0,-696000000
IBRX,786262,USD,2021,Q1,2021-05-14,2021-05-14,174618142.0,174618142.0,-135437000.0,8658000.0,16277000.0,10687000.0,,,,,-99815000,-9407000.0,6669000.0,0.0,-2738000.0,,40000000.0,2297000.0,125595000.0,22844000
ICE,378167,USD,2021,Q1,2021-04-29,2021-04-29,554500000.0,557500000.0,2100000000.0,849000000.0,128000000.0,18000000.0,,,,,3095000000,-435000000.0,-6000000.0,-9197000000.0,-9644000000.0,-690000000.0,7850000000.0,-548000000.0,6572000000.0,39000000
ICHR,926863,USD,2021,Q1,2021-05-05,2021-05-05,24489732.0,24847101.0,44518000.0,24166000.0,12070000.0,4189000.0,,,,,84943000,-12492000.0,,-5035000.0,-17527000.0,,135454000.0,,133947000.0,201363000
ICPT,72077,USD,2021,Q1,2021-05-06,2021-05-06,33114500.0,33114500.0,-222317000.0,3224000.0,96953000.0,-3805000.0,,,,,-125945000,-3836000.0,186176000.0,,182340000.0,,0.0,732000.0,-1023000.0,53960000
ICPW,161289,USD,2016,Q4,2017-04-17,2017-04-17,83804867.0,83804867.0,-2968217.0,178691.0,1918251.0,108026.0,,,,,-763249,-371751.0,,,-371751.0,,16028887.0,134633.0,1157923.0,22923
ICUI,550676,USD,2021,Q1,2021-05-07,2021-05-07,20999250.0,21638000.0,93767000.0,86829000.0,51643000.0,2314000.0,,,,,234553000,-82771000.0,-10777000.0,0.0,-93548000.0,,-150141000.0,17497000.0,-141426000.0,4692000
IDA,627772,USD,2021,Q1,2021-04-29,2021-04-29,50550500.0,50585250.0,245310000.0,176561000.0,-21639000.0,37765000.0,,,,,437997000,-314665000.0,21190000.0,0.0,-352933000.0,-139880000.0,163079000.0,0.0,16072000.0,101136000
IDCC,549215,USD,2021,Q1,2021-05-06,2021-05-06,30804500.0,31126750.0,43560000.0,81742000.0,48772000.0,6436000.0,,,,,180510000,-10577000.0,-1091000.0,910000.0,-262536000.0,-43111000.0,0.0,-3899000.0,-46774000.0,-128800000
IDSY,250487,USD,2019,Q2,2019-08-14,2019-08-14,17546000.0,17546000.0,-8485000.0,1631000.0,2843000.0,3338000.0,,,,,-673000,-497000.0,9434000.0,-3800000.0,5137000.0,,0.0,56000.0,267000.0,4706000
IDT,535487,USD,2021,Q3,2021-06-09,2021-06-09,25642000.0,26059500.0,79569000.0,18069000.0,-22136000.0,3694000.0,,,,,79196000,-22635000.0,-30176000.0,-2656000.0,-56467000.0,0.0,-130000.0,-7510000.0,-8540000.0,28556000
IDXX,447447,USD,2021,Q1,2021-05-04,2021-05-04,85367750.0,86775000.0,674564000.0,97851000.0,601000.0,-28402000.0,,,,,744614000,-77451000.0,0.0,-5924000.0,-84293000.0,,-287735000.0,-73550000.0,-394968000.0,269768000
IEHC,248180,USD,2019,Q4,2020-10-08,2020-10-08,2341000.0,2458000.0,2557380.0,955124.0,936892.0,-2765983.0,,,,,1683413,-969400.0,,,-969400.0,0.0,,,-34082.0,679931
IEP,980333,USD,2021,Q1,2021-05-07,2021-05-07,223000000.0,150250000.0,1363000000.0,516000000.0,1180000000.0,-2653000000.0,,,,,406000000,-352000000.0,197000000.0,-27000000.0,-141000000.0,,-221000000.0,-36000000.0,-446000000.0,-181000000
IEX,824090,USD,2021,Q1,2021-04-28,2021-04-28,75779000.0,76372250.0,388452000.0,85042000.0,36613000.0,83730000.0,,,,,593837000,-50935000.0,,-108530000.0,-158391000.0,-151251000.0,48704000.0,44294000.0,-75224000.0,388923000
IFF,378169,USD,2021,Q1,2021-05-10,2021-05-10,135641500.0,136731500.0,200372000.0,486360000.0,-143363000.0,511729000.0,,,,,1055098000,-221605000.0,0.0,207000000.0,-29463000.0,-324584000.0,-251430000.0,3000000.0,-619570000.0,432927000
IGT,447449,USD,2015,Q1,2015-02-09,2015-02-09,247350000.0,249150000.0,203700000.0,176000000.0,73100000.0,-226800000.0,,,,,226000000,-62300000.0,,-1500000.0,93000000.0,-136400000.0,-400000000.0,-700000.0,-590300000.0,-279000000
IHRT,653413,USD,2021,Q1,2021-05-06,2021-05-06,146129000.0,146129000.0,-468542000.0,413524000.0,166069000.0,85082000.0,,,,,196133000,-79450000.0,0.0,-292866000.0,-365337000.0,,46250000.0,,40086000.0,-128459000
IHT,244789,USD,2021,Q1,2021-06-28,2021-06-28,9161954.0,9161954.0,-2317822.0,801627.0,-276262.0,1407946.0,,,,,-384511,-96877.0,-30245.0,,934878.0,-191848.0,1014471.0,-226667.0,461392.0,1011759
IIN,519102,USD,2021,Q1,2021-05-10,2021-05-10,8939250.0,9092500.0,162000.0,5141000.0,3284000.0,4127000.0,,,,,12717000,-2802000.0,-4181000.0,-7128000.0,-14111000.0,,-355000.0,229000.0,-1988000.0,-3382000
IIPR,949475,USD,2021,Q1,2021-05-06,2021-05-06,21469878.0,22121234.0,79785000.0,31957000.0,4882000.0,17228000.0,,,,,133852000,,-196442000.0,,-731851000.0,-93905000.0,0.0,686128000.0,588839000.0,-9160000
ILMN,86933,USD,2021,Q1,2021-04-28,2021-04-28,146750000.0,147750000.0,630000000.0,191000000.0,79000000.0,181000000.0,,,,,1081000000,-191000000.0,1234000000.0,-98000000.0,957000000.0,,961000000.0,-488000000.0,393000000.0,2442000000
IMDZ,809437,USD,2018,Q4,2019-03-28,2019-03-28,48145225.0,48145225.0,-54758000.0,346000.0,7959000.0,-5213000.0,,,,,-51666000,-390000.0,-34685000.0,,50925000.0,,0.0,228000.0,228000.0,-513000
IMGN,82671,USD,2021,Q1,2021-05-10,2021-05-10,184125000.0,184125000.0,-49335000.0,2123000.0,-33988000.0,-13726000.0,,,,,-94926000,-1789000.0,,,-1789000.0,,,132536000.0,132536000.0,35821000
IMO,702831,USD,2021,Q1,2021-05-05,2021-05-05,734100000.0,734000000.0,-1277000000.0,3314000000.0,-816000000.0,199000000.0,,,,,1420000000,-645000000.0,0.0,0.0,-641000000.0,-647000000.0,-53000000.0,0.0,-700000000.0,79000000
IMPV,131347,USD,2018,Q3,2018-11-05,2018-11-05,34624500.0,35167250.0,-28136000.0,11786000.0,54043000.0,48572000.0,,,,,86265000,-9813000.0,30392000.0,-123507000.0,-98312000.0,,0.0,15104000.0,4528000.0,-8008000
IMSCQ,340525,USD,2017,Q2,2017-02-21,2017-02-21,79419787.0,79419787.0,-32025000.0,180000.0,27088000.0,-1273000.0,,,,,-6030000,-141000.0,,,-141000.0,,-32000.0,,8771000.0,2578000
INCY,671924,USD,2021,Q1,2021-05-04,2021-05-04,218843000.0,219359500.0,478480000.0,52547000.0,178830000.0,55056000.0,,,,,764913000,-196197000.0,53141000.0,109000.0,-220194000.0,,0.0,115714000.0,82045000.0,625822000
INFI,819348,USD,2021,Q1,2021-05-13,2021-05-13,64454002.0,64454002.0,-41235000.0,482000.0,2554000.0,767000.0,,,,,-37432000,-25000.0,19726000.0,,19701000.0,,85838000.0,8164000.0,94002000.0,76271000
INFN,346530,USD,2021,Q1,2021-05-04,2021-05-04,193369500.0,193369500.0,-155777000.0,95241000.0,107989000.0,-49606000.0,,,,,-2153000,-42266000.0,0.0,0.0,-42266000.0,,-99047000.0,111937000.0,6672000.0,-33923000
INFO,330628,USD,2021,Q2,2021-06-23,2021-06-23,397675000.0,400825000.0,622200000.0,599000000.0,115400000.0,21000000.0,,,,,1357600000,-260000000.0,-149100000.0,-48400000.0,-416300000.0,-294100000.0,-417500000.0,-146000000.0,-985400000.0,9600000
INFU,371010,USD,2021,Q1,2021-05-10,2021-05-10,20211906.0,22222051.0,18411000.0,14192000.0,-7114000.0,-3115000.0,,,,,22374000,-9724000.0,,-1204000.0,-10928000.0,,-44512000.0,174000.0,-8990000.0,2456000
